Addresses16;0;1;0;1;2;20.2;6.20002484989;46.203037668
Addresses74;2;0;0;0;0;18.5;6.10886474465;46.2217931911
Addresses120;1;0;0;0;0;21.0;6.11958046203;46.20752393
Addresses149;0;1;0;0;1;21.0;6.12204079627;46.2129507902
Addresses253;1;0;0;0;0;18.5;6.10631717814;46.2199637642
Addresses265;1;0;0;0;0;22.8;6.14264212999;46.2185873801
Addresses280;1;1;0;1;1;21.0;6.12467549287;46.2111821261
Addresses284;1;0;0;0;0;22.95;6.12199724419;46.2147496572
Addresses332;1;0;0;0;0;29.3;6.14829472031;46.1988591429
Addresses462;1;0;0;0;0;22.25;6.03643898918;46.2155183834
Addresses472;2;0;0;1;1;25.6;6.16112088587;46.2044031976
Addresses477;1;0;0;1;1;24.55;6.13801846525;46.1951423998
Addresses485;1;0;0;0;0;22.25;6.09165909829;46.1838020491
Addresses492;0;1;0;0;1;20.0;6.11518643751;46.1750837127
Addresses504;0;1;0;1;2;22.25;6.16470149272;46.2728193841
Addresses514;2;0;0;0;0;23.15;6.13499698974;46.2131012142
Addresses552;1;0;0;1;1;24.3;6.16396468488;46.1936392167
Addresses563;1;0;0;0;0;20.2;6.08276901527;46.2286802721
Addresses585;1;0;0;0;0;24.3;6.16124763097;46.1990065558
Addresses595;1;0;0;0;0;21.4;6.12402323866;46.2381651564
Addresses664;1;0;0;0;0;22.95;6.12713650056;46.2166088762
Addresses665;1;0;0;0;0;20.0;6.11751384399;46.185907247
Addresses673;1;0;0;1;1;21.4;6.11901306006;46.2309091924
Addresses685;1;0;0;0;0;18.55;6.10188585245;46.1893218666
Addresses687;1;0;0;0;0;22.95;6.124327704;46.2255730722
Addresses695;1;1;0;2;2;23.0;6.13823347345;46.186148045
Addresses719;1;0;0;0;0;24.25;6.1588686574;46.1899827969
Addresses745;2;0;0;0;0;18.5;6.11167589298;46.2128293809
Addresses766;1;0;0;0;0;20.0;6.11483636872;46.1894746036
Addresses811;1;0;0;0;0;20.2;6.07758510376;46.2286178844
Addresses897;1;1;0;2;2;18.55;6.10456416863;46.1857548171
Addresses911;1;0;0;1;1;24.55;6.13275132008;46.1986802862
Addresses915;2;0;0;0;0;22.65;6.13495386574;46.2149000861
Addresses916;1;0;0;0;0;19.65;6.11439852401;46.2074632313
Addresses960;2;0;0;0;0;25.45;6.14578965622;46.1952317332
Addresses1018;0;1;0;2;3;22.65;6.13745911333;46.2185277396
Addresses1114;2;0;0;0;0;19.65;6.12217143535;46.2075541902
Addresses1133;2;0;0;0;0;24.25;6.15623609745;46.1917522563
Addresses1159;3;0;0;0;0;27.65;6.14791055815;46.2150490287
Addresses1192;1;0;0;0;0;24.3;6.16383822145;46.19903586
Addresses1208;1;0;0;0;0;23.0;6.1356004283;46.1879170229
Addresses1291;1;0;0;0;0;19.65;6.13257855543;46.2058757661
Addresses1319;1;1;0;0;1;20.2;6.08004220373;46.2340456643
Addresses1346;1;0;0;0;0;20.0;6.12027813795;46.1787421013
Addresses1354;1;0;0;0;0;24.3;6.16128987379;46.1972076755
Addresses1366;3;0;0;0;0;24.55;6.1301174908;46.2004491375
Addresses1373;0;1;0;0;1;20.5;6.16436391071;46.2872104818
Addresses1385;1;0;0;0;0;24.3;6.15874169726;46.1953794335
Addresses1503;2;0;0;0;0;25.45;6.14337058423;46.1880065229
Addresses1562;1;0;0;0;0;24.3;6.1613743511;46.1936099153
Addresses1573;2;0;0;0;0;20.0;6.11777586528;46.1751140739
Addresses1605;1;0;0;0;0;24.95;6.13551425676;46.1915147627
Addresses1608;1;0;0;0;0;29.3;6.14820937057;46.2024568943
Addresses1637;0;1;0;1;2;20.5;6.16432170046;46.2890093693
Addresses1642;1;0;0;0;0;20.0;6.10711007556;46.1875842807
Addresses1662;3;0;0;0;0;25.6;6.16116313701;46.2026043168
Addresses1687;1;0;0;0;0;22.25;6.07884485903;46.1782501118
Addresses1688;2;0;0;0;0;24.25;6.15615128347;46.1953500123
Addresses1765;1;0;0;0;0;23.0;6.14354186705;46.1808110334
Addresses1768;1;0;0;0;0;21.9;6.19763927398;46.1940147263
Addresses1771;1;0;0;0;0;18.5;6.09639501278;46.2018523446
Addresses1780;1;0;0;0;0;18.55;6.10447594992;46.1893525329
Addresses1794;1;0;0;0;0;21.15;6.20027059717;46.1922443016
Addresses1816;1;0;0;0;0;18.5;6.08053653954;46.2142582966
Addresses1818;1;0;0;1;1;20.2;6.06726269013;46.2266935488
Addresses1822;2;0;0;0;0;24.55;6.13793244221;46.1987401428
Addresses1833;0;1;0;0;1;20.2;6.18707087738;46.2028947037
Addresses1852;2;0;0;0;0;27.65;6.14803863745;46.2096523989
Addresses1877;1;0;0;0;0;24.25;6.1563209003;46.188154501
Addresses1893;2;0;0;0;0;21.4;6.11905672358;46.2291103253
Addresses1900;1;0;0;0;0;18.55;6.10697799109;46.192980858
Addresses1901;3;0;0;0;0;18.5;6.10890873637;46.2199943286
Addresses1915;1;0;0;0;0;23.15;6.14026538406;46.2095632204
Addresses1921;1;0;0;0;0;20.0;6.12291123735;46.1769734817
Addresses1932;1;0;0;0;0;20.0;6.11466126535;46.1966700529
Addresses2006;3;0;0;0;0;20.0;6.12299821859;46.1733757544
Addresses2007;0;1;0;0;1;18.5;6.11435472371;46.2092620949
Addresses2014;1;0;0;0;0;18.5;6.11171978464;46.211030518
Addresses2029;2;0;0;0;0;22.65;6.13244895213;46.2112723776
Addresses2047;2;0;0;0;0;27.65;6.14799594715;46.2114512754
Addresses2071;1;0;0;0;0;22.25;6.11272849748;46.1696567138
Addresses2077;1;0;0;0;0;20.2;6.07735990344;46.2376121403
Addresses2095;1;1;0;1;2;20.2;6.08017705804;46.228649108
Addresses2112;3;0;0;0;0;27.65;6.15054451536;46.2132797612
Addresses2148;1;0;0;0;0;19.65;6.11444232142;46.2056643679
Addresses2176;2;0;0;0;0;25.6;6.1586147121;46.2007760716
Addresses2220;0;1;0;0;1;21.9;6.19237611423;46.1975553922
Addresses2256;2;0;0;0;0;24.95;6.13555734395;46.1897158927
Addresses2274;1;0;0;0;0;23.15;6.13758823696;46.2131311207
Addresses2289;2;0;0;0;0;24.3;6.16655502144;46.1936684586
Addresses2295;1;0;0;0;0;21.15;6.20022964602;46.1940431956
Addresses2302;1;0;0;0;0;25.6;6.16379606144;46.2008347414
Addresses2344;1;0;0;0;0;20.2;6.07490290988;46.2321843014
Addresses2390;1;0;0;0;0;21.0;6.11426711449;46.2128598224
Addresses2401;1;0;0;0;0;25.6;6.16634466306;46.2026628697
Addresses2405;2;0;0;2;2;24.95;6.138104477;46.1915446574
Addresses2410;1;0;0;0;0;21.0;6.11431092054;46.2110609586
Addresses2423;1;0;0;0;0;20.0;6.12506653688;46.1949923222
Addresses2449;2;0;0;0;0;18.5;6.09380432514;46.201821493
Addresses2461;2;0;0;0;0;25.45;6.14319925642;46.1952020148
Addresses2468;1;0;0;0;0;20.2;6.07995228607;46.237643369
Addresses2559;1;0;0;0;0;18.5;6.09085706337;46.2161814186
Addresses2586;2;0;0;0;0;25.45;6.14587515465;46.191633985
Addresses2638;1;0;0;0;0;19.65;6.12221497599;46.2057553238
Addresses2689;1;0;0;0;0;24.15;6.1477824536;46.2204456598
Addresses2690;1;0;0;0;0;21.0;6.12212789185;46.2093530567
Addresses2708;2;0;0;0;0;21.0;6.1350401109;46.2113023425
Addresses2709;1;0;0;0;0;22.95;6.12177944083;46.2237439938
Addresses2740;1;0;0;0;0;20.0;6.11997299495;46.1913341465
Addresses2753;1;0;0;0;0;22.25;6.11285995645;46.164260137
Addresses2764;2;0;0;0;0;21.0;6.1245885628;46.2147798619
Addresses2810;1;0;0;0;0;18.5;6.09889709014;46.2054808511
Addresses2818;1;0;0;0;0;22.25;6.14108084346;46.175384651
Addresses2844;1;0;0;0;0;22.95;6.12437118761;46.2237742035
Addresses2862;1;0;0;0;0;24.15;6.14786785944;46.2168479056
Addresses2891;2;0;0;0;0;22.95;6.12981450381;46.213041223
Addresses2894;1;0;0;0;0;22.95;6.13478134141;46.2220955749
Addresses2917;2;0;0;0;0;23.15;6.13253535717;46.2076746365
Addresses2925;1;0;0;0;0;20.0;6.11229011389;46.1876453141
Addresses2938;3;0;0;0;0;25.45;6.14324209259;46.1934031416
Addresses3021;1;0;0;0;0;20.2;6.18448009101;46.2028659325
Addresses3027;1;0;0;1;1;25.45;6.14591789965;46.1898351111
Addresses3086;1;0;0;0;0;21.9;6.19759823458;46.1958136195
Addresses3151;1;0;0;0;0;24.25;6.15373083149;46.1881250242
Addresses3221;1;0;0;0;0;24.55;6.13529877839;46.200509115
Addresses3314;1;0;0;0;0;24.3;6.1428993244;46.2077941316
Addresses3332;1;0;0;0;0;24.3;6.1716938078;46.195525648
Addresses3353;1;1;0;1;2;18.55;6.10438771963;46.1929502492
Addresses3386;1;0;0;0;0;24.3;6.1561088723;46.1971488906
Addresses3421;1;0;0;0;0;24.15;6.14531921403;46.2150193591
Addresses3428;1;0;0;0;0;24.55;6.13784640785;46.2023378864
Addresses3451;1;0;0;0;0;21.15;6.20286088634;46.1922727105
Addresses3461;0;1;0;0;1;22.95;6.13223288985;46.2202667327
Addresses3468;1;0;0;0;0;20.5;6.16185370145;46.2835834171
Addresses3514;1;0;0;0;0;20.2;6.10627310078;46.2217626257
Addresses3568;1;0;0;0;0;22.8;6.14259925439;46.2203862553
Addresses3582;1;0;0;0;0;22.25;6.13344192503;46.1698983912
Addresses3632;1;0;0;0;0;22.95;6.12450162129;46.2183775981
Addresses3648;2;0;0;2;1;23.15;6.13508322923;46.2095034709
Addresses3657;2;0;0;0;0;18.5;6.0989413982;46.2036819938
Addresses3676;2;0;0;0;0;21.0;6.12998765629;46.2058457447
Addresses3688;1;0;0;0;0;22.95;6.12428421753;46.227371941
Addresses3705;1;0;0;0;0;22.95;6.12717988426;46.2148100071
Addresses3791;1;1;0;1;1;21.9;6.1976803107;46.1922158332
Addresses3820;1;0;0;0;0;20.2;6.18978557917;46.1975267427
Addresses3822;2;0;0;0;0;20.0;6.12554416574;46.1752048009
Addresses3855;1;0;0;0;0;24.95;6.14069470007;46.1915744927
Addresses3880;0;1;0;0;1;20.5;6.16181141092;46.2853823035
Addresses3884;1;0;0;0;0;24.25;6.16145881731;46.1900121558
Addresses3897;2;0;0;0;0;18.55;6.10443183623;46.1911513909
Addresses3904;2;0;0;0;0;18.55;6.10184165321;46.1911207237
Addresses3997;4;0;0;0;0;25.45;6.1433277565;46.1898053956
Addresses4011;2;0;0;1;1;22.25;6.17411697285;46.2027502533
Addresses4014;1;0;0;0;0;24.25;6.15097046425;46.1952909916
Addresses4091;1;0;0;0;0;21.0;6.12722326511;46.2130111382
Addresses4124;0;2;0;2;4;21.4;6.11910038423;46.2273114583
Addresses4132;2;0;0;3;2;18.5;6.09630622842;46.2054500569
Addresses4149;1;0;0;0;0;18.5;6.109172626;46.2092011564
Addresses4162;1;0;0;0;0;21.0;6.12476241153;46.2075843909
Addresses4169;1;0;0;0;0;21.9;6.19504890465;46.1939861975
Addresses4182;1;0;0;0;0;18.55;6.10193004879;46.1875230097
Addresses4223;2;0;0;0;0;18.55;6.09929575788;46.1892911409
Addresses4261;1;0;0;0;0;29.3;6.15593919975;46.204344405
Addresses4262;1;0;0;0;0;23.15;6.14022243694;46.211362094
Addresses4264;3;0;0;0;0;21.0;6.12731001826;46.2094134007
Addresses4297;1;0;0;0;0;21.9;6.19241732747;46.1957565007
Addresses4350;1;0;0;0;0;25.45;6.14596064184;46.1880362373
Addresses4366;1;0;0;0;0;25.6;6.16638674026;46.2008639872
Addresses4378;1;0;0;0;0;23.0;6.14604611781;46.1844384903
Addresses4396;1;0;0;0;0;22.95;6.12169229945;46.2273417294
Addresses4458;0;1;0;0;1;20.2;6.07990732281;46.2394422215
Addresses4460;3;0;0;0;0;24.95;6.13814747864;46.1897457865
Addresses4501;1;0;0;0;0;29.3;6.1560240416;46.2007466475
Addresses4521;1;0;0;0;0;22.65;6.13491073891;46.2166989581
Addresses4588;1;0;0;0;0;22.8;6.14000765902;46.2203564638
Addresses4639;1;0;0;0;0;21.0;6.12471895363;46.2093832584
Addresses4655;1;0;0;0;0;23.0;6.13831945696;46.1825503042
Addresses4713;1;0;0;0;0;24.25;6.16404897999;46.1900414552
Addresses4743;1;0;0;0;0;21.15;6.20533336402;46.192418224
Addresses4751;3;0;0;1;0;29.3;6.14315641743;46.1970008882
Addresses4800;0;1;0;0;1;21.15;6.20536961543;46.195898852
Addresses4815;1;0;0;0;0;24.3;6.14030832835;46.207764347
Addresses4822;2;0;0;0;0;27.65;6.15058712284;46.2114808836
Addresses4889;1;0;0;0;0;24.95;6.11984217643;46.1967307397
Addresses4920;1;0;0;0;0;19.65;6.1300309373;46.2040468755
Addresses4927;2;0;0;0;0;27.65;6.14540477427;46.2114216077
Addresses4976;1;0;0;0;0;22.25;6.19916397094;46.2408144898
Addresses4999;1;0;0;0;0;23.0;6.13564350982;46.1861181532
Addresses5039;1;0;0;0;0;20.0;6.12001659539;46.1895352824
Addresses5050;0;1;0;0;1;21.15;6.21807978535;46.2068331245
Addresses5081;1;0;0;0;0;20.0;6.1229547294;46.175174618
Addresses5104;2;0;0;0;0;27.65;6.14544755017;46.2096227322
Addresses5111;0;1;0;0;1;20.2;6.06989983204;46.2249261616
